Measure,Group,Day,Value
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.0868329630853735
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.154000606644882
MLC,FFI+CW,Day 1,4.780707692608235
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.980723673369238
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.844844748230188
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.432816789243057
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.115664451040458
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.2985785929269005
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.184342491412096
MLC,FFI+CW,Day 1,4.880645116981487
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.46363982343629
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.092901889534016
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.982293584174547
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.980153825460782
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.908431976834705
MLC,FFI+CW,Day 1,5.331989520932701
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.105942573491828
MLC,FFI+CW,Day 1,4.847743722904721
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.9334928322949265
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.97560764136888
MLC,FFI+CW,Day 1,5.352871707244353
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.3156007704907635
MLC,FFI+CW,Day 1,5.266159055535514
MLC,FFI+CW,Day 1,5.334397912206044
MLC,FFI+CW,Day 1,4.63
GI,FFI+CW,Day 1,5.436492697130244
GI,FFI+CW,Day 1,5.07120820358586
GI,FFI+CW,Day 1,5.333024532156797
GI,FFI+CW,Day 1,5.744675531691303
GI,FFI+CW,Day 1,4.707889360836001
GI,FFI+CW,Day 1,5.518956343162263
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.488403073998093
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,4.62838695701751
GI,FFI+CW,Day 1,5.621467534070941
GI,FFI+CW,Day 1,5.434835168751165
GI,FFI+CW,Day 1,5.469130266858964
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.116238015763254
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.7159359825784914
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.757269776886671
GI,FFI+CW,Day 1,5.012140607413675
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.747938968760824
GI,FFI+CW,Day 1,5.537840103153446
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.557274776712879
GI,FFI+CW,Day 1,4.6630275394463165
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.872535942455122
GI,FFI+CW,Day 1,5.046979179374591
GI,FFI+CW,Day 1,5.780928225634546
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.247720400394456
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.706242825146075
GI,FFI+CW,Day 1,5.066533358684464
GI,FFI+CW,Day 1,4.977530673131846
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.158917571736552
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,4.921816168673638
GI,FFI+CW,Day 1,4.748093589255919
GI,FFI+CW,Day 1,5.006378126712163
GI,FFI+CW,Day 1,4.648181028394484
GI,FFI+CW,Day 1,4.681663162118273
GI,FFI+CW,Day 1,5.753241448753474
GI,FFI+CW,Day 1,4.9167931314369575
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.317637231724016
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,4.715047250397216
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.252764177720844
GI,FFI+CW,Day 1,4.6163471149239195
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.458550481472042
GI,FFI+CW,Day 1,5.259204207629345
GI,FFI+CW,Day 1,4.635950154898483
GI,FFI+CW,Day 1,4.879758129234474
GI,FFI+CW,Day 1,5.16250267922307
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.814534349799387
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.750009488318996
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.741818619652693
GI,FFI+CW,Day 1,4.61
GI,FFI+CW,Day 1,5.82
GI,FFI+CW,Day 1,5.177104940299551
GramErr100,FFI+CW,Day 1,18.689745788071733
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,19.68688210052211
GramErr100,FFI+CW,Day 1,22.304361677142122
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,17.474809768835588
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,13.967772623271266
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,16.030619583264322
GramErr100,FFI+CW,Day 1,21.30770588213011
GramErr100,FFI+CW,Day 1,20.285396884199592
GramErr100,FFI+CW,Day 1,18.414364307750393
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,17.951567079226763
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,15.915254008052987
GramErr100,FFI+CW,Day 1,18.708806657534453
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,15.040368877104079
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,14.430119714334955
GramErr100,FFI+CW,Day 1,13.311802598526032
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,15.334457948993979
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,20.771577973319648
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,21.94213201754056
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,18.504181607138868
GramErr100,FFI+CW,Day 1,21.067036272565325
GramErr100,FFI+CW,Day 1,22.47308991889245
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,13.44884679817233
GramErr100,FFI+CW,Day 1,18.447687140445417
GramErr100,FFI+CW,Day 1,17.296924879653037
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,18.06977801904843
GramErr100,FFI+CW,Day 1,18.38814152705163
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,15.22158678481884
GramErr100,FFI+CW,Day 1,15.805921843153886
GramErr100,FFI+CW,Day 1,14.102172958903072
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,17.485222577464672
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,15.191253645894108
GramErr100,FFI+CW,Day 1,22.07714895659567
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,17.566476265333613
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,15.210345143837491
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.963869151162854
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,17.68502520505061
GramErr100,FFI+CW,Day 1,17.54159212069168
GramErr100,FFI+CW,Day 1,15.01801442937984
GramErr100,FFI+CW,Day 1,19.964920554976427
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,13.42257873694918
GramErr100,FFI+CW,Day 1,15.319817738999335
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,18.193798775632565
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,22.98
GramErr100,FFI+CW,Day 1,12.2
GramErr100,FFI+CW,Day 1,12.2
GramErrFreeC,FFI+CW,Day 1,30.156259426592136
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,37.78032920831489
GramErrFreeC,FFI+CW,Day 1,33.109308454891114
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,27.69502696973364
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,25.264694310375738
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.32222572667979
GramErrFreeC,FFI+CW,Day 1,33.395800033205454
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,39.335219895137875
GramErrFreeC,FFI+CW,Day 1,28.69072851269511
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,36.60347009666939
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,42.46670372185833
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,34.108342133271165
GramErrFreeC,FFI+CW,Day 1,39.633949765802065
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.62618773606825
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,45.46513112574324
GramErrFreeC,FFI+CW,Day 1,17.270866558772106
GramErrFreeC,FFI+CW,Day 1,35.17956635481727
GramErrFreeC,FFI+CW,Day 1,19.850806717407167
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,20.2324799724947
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,28.91271450401969
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,30.639713245049762
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,30.133997575241168
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,42.080540181291155
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.53757881006527
GramErrFreeC,FFI+CW,Day 1,23.30873600309954
GramErrFreeC,FFI+CW,Day 1,24.583322751423456
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,35.7745598878659
GramErrFreeC,FFI+CW,Day 1,35.12794612404405
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,44.09714010557557
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,27.371830902403797
GramErrFreeC,FFI+CW,Day 1,17.101558884708403
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,33.1136731446032
GramErrFreeC,FFI+CW,Day 1,45.84720920611037
GramErrFreeC,FFI+CW,Day 1,41.68028358513651
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,36.680402590545754
GramErrFreeC,FFI+CW,Day 1,28.542991172164125
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,30.22168030181572
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,39.83751635124728
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,38.030736680432014
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,45.13891759268114
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,31.324820572182514
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,20.198140838817217
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,33.46330995618132
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,47.62
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,16.04
GramErrFreeC,FFI+CW,Day 1,40.165663949148914
GramErrFreeC,FFI+CW,Day 1,25.974979504419967
GramErrFreeC,FFI+CW,Day 1,16.04
SpellErr100,FFI+CW,Day 1,11.984300538102142
SpellErr100,FFI+CW,Day 1,13.266191699497533
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,12.7473671790182
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,11.446536874846364
SpellErr100,FFI+CW,Day 1,13.393966315401105
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,11.588799582995822
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,13.372275254514031
SpellErr100,FFI+CW,Day 1,10.804008737612207
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,14.924325373470984
SpellErr100,FFI+CW,Day 1,12.832374583439982
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,13.239334241171743
SpellErr100,FFI+CW,Day 1,11.082674211266577
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,14.598206995700885
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,14.114069645345516
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,13.230258743972676
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,13.640600587937856
SpellErr100,FFI+CW,Day 1,15.206578718340081
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,14.789121298162708
SpellErr100,FFI+CW,Day 1,13.877085255824369
SpellErr100,FFI+CW,Day 1,13.00950870168748
SpellErr100,FFI+CW,Day 1,14.736593711204655
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,13.077207315011997
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.242396624058074
SpellErr100,FFI+CW,Day 1,13.306616481003893
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,11.265838972528643
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,13.263068304918177
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,13.239321299286699
SpellErr100,FFI+CW,Day 1,15.36290114827607
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,13.36317101003336
SpellErr100,FFI+CW,Day 1,12.992206377206584
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,11.432925071528764
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.319422348216738
SpellErr100,FFI+CW,Day 1,15.03782474295005
SpellErr100,FFI+CW,Day 1,10.50920161820811
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.181730010763438
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,13.940484859455108
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,13.926492739148788
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,10.09
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,15.78
SpellErr100,FFI+CW,Day 1,11.610596511588529
SpellErr100,FFI+CW,Day 1,11.896043236220109
SpellErr100,FFI+CW,Day 1,12.237160641181193
Borrow100,FFI+CW,Day 1,0.2764568311420641
Borrow100,FFI+CW,Day 1,2.4964094426481527
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,4.926718983886294
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,1.2624262585494785
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,5.714574992209995
Borrow100,FFI+CW,Day 1,6.1577301490029
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,4.609806970359937
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,4.277210006997709
Borrow100,FFI+CW,Day 1,4.001946224396761
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,-0.7748268993959324
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,2.9585034387283913
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,3.196427963994679
Borrow100,FFI+CW,Day 1,2.376025640785019
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,1.6326385826482663
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,3.9707026905922147
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,2.7731848322870554
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,1.2943355017203828
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,5.235346296038483
Borrow100,FFI+CW,Day 1,-0.1954311655189227
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,2.0625865489441746
Borrow100,FFI+CW,Day 1,3.0733500880596627
Borrow100,FFI+CW,Day 1,5.585983890683972
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,2.801275252869597
Borrow100,FFI+CW,Day 1,6.169630485439189
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,0.3573807252228032
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,4.859481918444983
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,0.4552029858352826
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,4.0179669407333805
Borrow100,FFI+CW,Day 1,5.019498642489072
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,1.1675400540862992
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.2878418220526484
Borrow100,FFI+CW,Day 1,5.25068284216196
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,3.8073561902727047
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,2.6407061668786964
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,4.040683925618159
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,5.353505571902794
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,2.4345963883396617
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,6.35
Borrow100,FFI+CW,Day 1,3.599186337511976
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,2.140561838172932
Borrow100,FFI+CW,Day 1,-1.41
Borrow100,FFI+CW,Day 1,5.187224346505892
Borrow100,FFI+CW,Day 1,-1.41
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,4.167157923994381
IUs,FFI+CW,Day 1,7.02348437733246
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,4.814693552735803
IUs,FFI+CW,Day 1,3.9182298310205796
IUs,FFI+CW,Day 1,4.019807286570388
IUs,FFI+CW,Day 1,4.9878189727410405
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,4.600024405504227
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,5.937319794498423
IUs,FFI+CW,Day 1,5.648584034602552
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,5.785461721283732
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,4.921447954600778
IUs,FFI+CW,Day 1,3.9340098197185287
IUs,FFI+CW,Day 1,6.075100426085518
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,4.457176424510754
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,5.125832757375321
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,7.11
